"","rev.date","rev.sum","rev.rating","rev.title","rev.pros","rev.cons"
"165","Feb 26, 2017","Great culture, mediocre remuneration","4.0","Current Employee - Developer in Auckland, Auckland","The amount of autonomy around deciding how to get things done is refreshing. We get to pick the right technologies to get our work done. The company has decentralised well. Offices across the world are peers. We don't have to defer to ""head office"".","Still better off contracting than going full time."
"166","Mar 2, 2017","Was so hard to leave - loved it!","5.0","Former Employee - Developer in Auckland, Auckland","Amazing culture and technical freedom. They also really use you to your full potential.","Just need to make sure you look around before trying to solve tech problems yourself. It's grass-roots re-use, not top-down, which is the better problem to have."
"167","Mar 6, 2017","Friendly culture contaminated by bad leadership","2.0","Current Employee - Software Developer in Auckland, Auckland","+ Nice and talented coworkers
+ Casual office environment
+ Good equipment
+ There are no stupid questions :)
+ Personal education budget
+ Free fruit","- Too many meetings 
- Toxic environment in some teams.
- Mentors are too busy to help.
- Most work done outside working hours (remember meetings?)
- Rigid, unnecessary laws in some teams
- Public car park ~ 40 minutes away
- Low pay, high workload"
"168","Mar 19, 2017","Great place to work!","5.0","Current Employee - Programmer Manager in Wellington, Wellington","Nice vibe @Xero, everyone is on the same page when it comes to getting things done and all trying to move in the right direction. Awesome visionary and leader in Rod and amazing that he seems to be as passionate as ever was to take Xero globally.","Sometime difficult to communicate so widely with different timezones despite the great technology at our fingertips"
"169","Mar 21, 2017","Big challenges, huge opportunity, a super exciting workplace","4.0","Current Employee - Software Developer in Wellington, Wellington","Smart devs and regular training opportunities means you are always learning. You can take a lot of ownership of your work and drive Xero in a direction that makes sense to you. If you like a challenge, this is the place for you! Lots of opportunity to work on green-fields projects and legacy systems alike.","Regions are isolated, little collaboration across biz domains and no visibility for the candidate in the hiring process (can take a long time!)"
"170","Apr 10, 2017","Platform Engineering","4.0","Current Employee - Anonymous Employee in Wellington, Wellington","It's definitely a great place to work and I would recommend to anyone. A lot of opportunities if you are proactive and willing to learn. Probably a one of a kind for certain technologies and a company that will definitely multiply in its size. The culture is great.","The cons are of any company of this kind really. Especially if you are new to the Agile\Scrum\etc startup. So if you are old school IT, you will struggle to get up to speed but once you do, things start to happen really quick so always keep positive."
"171","Apr 10, 2017","Amazing place to work for","5.0","Current Employee - Small Business Specialist in Hawthorn","Been there for two years and still love the work environment and atmosphere. Very much like working for a startup for all the good reasons. There is plenty of opportunities to grow within the business. Easy to get to by public transport. A full kitchen including oven, stove and coffee machine.  They offer free yoga classes. 
Great pay, great colleagues because they are serious about recruiting for culture as much as...","Honestly can not think of any."
"172","Apr 11, 2017","Awesome company","5.0","Current Employee - Anonymous Employee in Denver, CO","Good pay Great benefits Awesome environment","Cross trained at no additional pay"
"173","Apr 12, 2017","Fabulous work culture","5.0","Current Employee - Product Designer in Wellington, Wellington","Great work life balance with a really well fostered work culture. I love it here!","It's still a smallish company in the grander scheme of things."
"174","Apr 12, 2017","You get out what you put in","4.0","Current Employee - Customer Experience in Milton Keynes, England","The people are amazing, they hire a lot based on cultural fit, so most are easy going, great to get along with, and want to hang out after work. Management are also very approachable. A lot of people are too qualified for their roles, but there are opportunities available (to those that work hard!), and the work/life balance makes this worth it. The job can be challenging, and you really do get out what you put in.","Things can take some time to get done. A few opportunities have been missed because of a higher up taking their time. We're a very busy company, but there's now more tape than a few years ago."
"175","Apr 25, 2017","Best People Ever!","5.0","Current Employee - Anonymous Employee ","The culture is amazing. I am newer to the company and everyone is friendly, outgoing and helpful. I have already made friends and feel like everyone has my back. And I really feel like I am important and contribute to the company - my opinion matters. And they encourage us to find better ways to do things which benefits everyone.","They don't have formal training programs (yet) so it's a little hard to get started but with everyone being so helpful I can always ask questions."
"176","May 1, 2017","Fast growing, probably too fast. Great place to work but becoming corporate.","3.0","Current Employee - Anonymous Employee in Denver, CO","The culture is incredibly friendly, and for the most part processes have been hammered down and kinks worked out.","Paid well under market rate, at least in the Customer Experience department.  The company is also growing very fast, and every day feels more and more corporate.  I've heard the CEO say since the day I started that he doesn't want things to become corporate, but I'm watching it unfold right before our eyes. Middle management has probably been the weakest link as things have grown, not quite knowing how to manage a staff..."
"177","May 3, 2017","Lots of potential, but some changes needed.","3.0","Current Employee - Anonymous Employee in Denver, CO","Fun place to work. Solid product. Friendly people. Free snacks/drinks.","There isn't much career growth opportunity in the Denver office. Pay is low compared to Denver market rate. Yearly raises of 3% that don't meet the cost of living increase.

Upper management is located in New Zealand and feel disconnected from the US. There's a platform to provide management with feedback, but not much has changed."
"178","May 8, 2017","Good place to learn","4.0","Former Employee - Anonymous Employee ","- Beautiful Office 
- Relaxed environment  
- Leads are given to you
- Learn about other solutions on the market
- Play with the latest technology
- Nice people 
- Beer on tap 
- Very social bunch
- You can easily turn up put half an effort and get paid for a full days work","Like any company, you will have politics. I think the managers were a little lightweight all of them never managed people before, so they sometimes struggled to act in the best interest of everyone. Also, they did not have much say in the day to day running of the company because all the shots were called from New Zealand. There was also lots of conflict between channels and reps, which turned nasty and brought out the..."
"179","May 9, 2017","Avoid if you want to keep your integrity intact","1.0","Current Employee - Customer Experience Specialist in London, England","I'd be happy to write something in this box if I could think of a pro that outweighs any of the cons.","You'll be treated like a child by 'managers' barely out of their teens, that haven't got a clue what they're doing and feel the need make up rules on the spot to cover their own backs. They're more than comfortable fabricating stories and throwing you under the bus whenever they feel appropriate.  It's sickening watching them get pubic praise regularly, when in reality they're entirely incompetent and failing their teams..."
"180","May 14, 2017","Intermediate","5.0","Former Employee - Intermediate Software Engineer in Auckland, Auckland","Good work environment, work balance","None downside. Highly recommend for everyone."
"181","May 17, 2017","Absolutely the best","5.0","Current Employee - Product Marketing in Auckland, Auckland","Love this place, people are cool and very smart, we do amazing work that truly benefits our customers and we are trying to change the world.","Sometimes it can be very dull on but if you are not someone who enjoys fast pace this isn't the place for you. We hustle and we make stuff happen!"
"182","May 20, 2017","Brilliant company","5.0","Current Employee - Anonymous Employee in Wellington, Wellington","Positive and social culture. A place where you are able to grow and move into different areas as the opportunities come up.","It runs at a whirlwind speed and can be hard to stay in the know."
"183","May 22, 2017","Best Employer Ever","5.0","Former Employee - Anonymous Employee ","Best work culture, great opportunities, really feel like you're part of something big","Don't pay well compared to market rates"
"184","May 23, 2017","Xero is awesome!","5.0","Current Employee - Anonymous Employee in Milton Keynes, England","The culture here is amazing! Everyone makes a massive effort to get to know the people they are working with and it feels like a family. Your opinions and ideas are also encouraged and really are taken into consideration  - you actually see these changes come into place which is really cool!","No cons at this stage"
"185","Jun 4, 2017","Customer Experience Specialist - Melbourne","5.0","Former Employee - Customer Experience Specialist in Melbourne","Super flat structure/ open and communicative managers and team/ above expectation pay + perks / #beautiful offices - if you have a passion for Accounting, this is by far the best place to work!","Personal development in CX can be improved/ communication between departments needs improvement too"
"186","Jun 8, 2017","Xero is an amazing place to work for, and there is a real drive to do ""the best work of our lives""","5.0","Current Employee - Tech Group Lead in Wellington, Wellington","Lots of personal and professional development opportunities, lots of diverse social groups (sports, yoga, gaming, knitting... Yes, knitting). We also have a lot of support for flexible working arrangements and specific drives to have an inclusive and diverse work place.","We are still growing as a company and that means there is often a lot of change, and some of it quite dramatic. If you're looking for a quiet life this might not be the place for you."
"187","Jun 10, 2017","New Client Specialist","5.0","Current Employee - Anonymous Employee ","Amazing culture and people, as well as comparative benefits. This is by far the best company I've ever worked for.","You have to be at the top of your game to work at this company.  It's challenging, but you'll grow."
"188","Jun 18, 2017","Amazing Culture - Great People, Awesome Leadership","5.0","Former Employee - Talent Acquisition Specialist in Melbourne","Great leaders, strong work/life balance","Nothing to really write home about."
"189","Jun 20, 2017","Great company, but not all departments created equal","4.0","Former Employee - Customer Experience Specialist in Auckland, Auckland","Awesome company culture and a great product. Amazing people to work with, genuinely a lot of fun.","Just don't work in the customer experience department unless you like having chance at career progression and terrible pay"
"190","Jun 20, 2017","Still great but losing it's great startup culture","4.0","Current Employee - Anonymous Employee in Auckland, Auckland","Young, creative, fun, challenging, energetic, transparent, inclusive","Growing fast and getting more corporate-y by the day. Politics and political people are starting to creep in."
"191","Jun 21, 2017","Global mindset trying to make it in US","4.0","Current Employee - Anonymous Employee in San Francisco, CA","- people 
- culture 
- open communication from leadership 
- great development opportunities
- work/life balance
- flexibility in hours or working from home 
- great office events
- unbeatable view from office deck","- HQ in NZ so US market seems to be left behind / less important 
- main teams in NZ cause challenges with internal US needs (accounts team, online team, payroll, etc.) and cause slower turnaround time 
- lack of documented processes across company
- many changes in short time can cause waste of effort for teams working on product or other content 
- each region does their own thing (no alignment across regions)..."
"192","Jun 28, 2017","Customer Experience Specialist","1.0","Former Employee - Customer Experience Specialist in New Plymouth, Taranaki","Great employee benefits and offices with all things kids like PlayStation pool table, fizzy drinks.
Coffee machine!
Great product.","Even when targets are reached and you seem to be succeeding beware of the threatened senior that will see to your demise.
Team leaders with no product knowledge.
Do not #challenge within trial period as this will seal your path - out the door.  
Very young immature and no experienced leaders with little management or people skills.
Extremely high staff turnover. 
Number one focus - Teach the machine how to do your job...."
"193","Jul 4, 2017","Pretty  great place to start out - gives you real opportunity to grow.","5.0","Former Employee - Anonymous Employee ","Great office culture and space. Great place to start off in the software industry.","Still experiencing some growing pains, but none that it can't handle."
"194","Jul 7, 2017","Awesome","5.0","Current Employee - Anonymous Employee ","Fast moving and interesting, lots of free coffee and food.","Sometimes the free pears aren't very good. Upper management need to listen to staff who have voiced concerns over the pears in the past."
"195","Aug 4, 2017","An employer with so much potential, but they just aren't quite realising their potential....","2.0","Former Employee - Anonymous Employee in London, England","Great office space, with some hugely passionate people and some great leaders in the business.  The product is amazing, as are many of the staff.","Too much emphasis is put on the office environment, this does not drive a positive culture and is used as a mask to hide many of the underlying problems at Xero.

The product as I said is amazing, however you cannot rely on this because the competition is following close behind, in terms of product has overtaken in a lot of cases but your brand loyalty is keeping you where you are - however this will not last forever..."
"196","Aug 6, 2017","Some good but increasingly bad","2.0","Former Employee - Anonymous Employee in Melbourne","Good product team
Excellent coffee machine
Table tennis and Friday drinks!!","Clicky management team
Be careful with HR - not to be trusted
Many long timers suckup to get internal jobs
Promotions based on popularity over talent
Becoming real corporate"
"197","Aug 10, 2017","Awesome culture and people","4.0","Former Employee - Anonymous Employee in San Francisco, CA","Culture: Xero has excellent work life balance and it is perfect if you have family and kids. Everyone in office makes sure you feel welcome and it is like a big family where everyone cares for each other. I love the fact that the work office is never short of fun and laughter.

Work: You will have the chances to rotate between teams, working on different areas of the product and the platform. There are many interesting...","Need to have improved career path: goals, expectations, and KPIs at every level in every department at every level to make employee be very well-aware of where they are and how to get where they want to be. It is not very clear at the momment. 

The speed of execution: At times, the progress at work seems to be stalled because of change in priority and shift in focus. It's understandable since Xero deals with numbers..."
"198","Aug 12, 2017","Love the people, diversity and freedom to do great work.","4.0","Current Employee - Graduate Platform Engineer in Wellington, Wellington","Great coffee, great people, very diverse staff (compared to others, still room for improvement but doing well) autonomy and freedom (at least my area)
Lots of experimenting with new tech and moving fast to take advantage of new things.
Pretty much everyone believes in the product(s) and the goals and genuinely wants to do the best job and get the best results.","HR burocracy starting to creep in making it hard to keep good people who could be making way more elsewhere.
This also affects the ability to engage with community and go to conferences when you have to fight for it every time.
In some parts of the business we are starting to have too many layers of management went from two layers  between me and the CEO to 4 - makes a noticeable difference!"
"199","Aug 18, 2017","Once a great place to work, the recent turnover and lack of upper management support has left the moral extremely low.","2.0","Former Employee - Anonymous Employee in New York, NY","Xero has a great office ambience, and catered breakfast/lunch two days a week. Upper management is also easily reached via email if needed.","Middle management within the organization have no leadership training, which is shown by their micromanaging, adolescent management style, and unfair treatment/favoritism."
"200","Aug 24, 2017","Support","5.0","Current Employee - Support in Denver, CO","Company prides itself on positive culture, meals every week, food, coffee, tea available all the time. Ping Pong table, friendly environment. CEO and US President rock!","rare ability to work from home"
"201","Sep 5, 2017","Developer","1.0","Former Employee - Anonymous Employee ","Really good family friendly environment. A company that cares about their employees.","Old fashion managers holds this place back being great. Can't trust your manager as they flip flop around."
"202","Sep 9, 2017","Good environment. A few disgruntled employees.","4.0","Current Employee - Accounting Support Specialist in Denver, CO","Great culture and perks. Catered meals twice a week, 3 weeks vacation, 401k and RSU options. Overall a great place to work with really awesome people. Very transparent leadership who are open to feedback and new ideas. Opportunities to grow laterally in other parts of the business.","This is specific to Customer Experience. Not much opportunity for growth within. Upper management sits on the other side of the planet and this causes confusion over how things are managed in the US. This causes issues for some employees and they share and spread this among others, makes for a bad environment that many have chosen to walk away from.  

Never experienced any cons in regards to other parts of the company."
"203","Sep 16, 2017","Exciting place to work","5.0","Current Employee - Anonymous Employee ","Fast growth company
Great work environment. Take care of their staff. Actively encourage work life balance.","Lots of change as the company grows and sets up processes."
"204","Oct 9, 2017","Great place to work","4.0","Former Employee - Anonymous Employee ","Everyone truly wants to do their best work. Motivating environment.","Regional teams mean unfavourable call times."
"205","Oct 14, 2017","So you like kool aid?","1.0","Former Employee - Business Analyst in Hawthorn","Friendly people and a  Beer fridge.","Leadership team act like its high school. The 'culture' is all smoke and mirrors, if you're not in with the gang, you're nothing. As an employee, there are too many examples of people calling out poor behaviour and then all of a sudden they're ostracised or a 'bad fit."
"206","Oct 14, 2017","In this episode of CEO vs Reality...","3.0","Current Employee - Anonymous Employee ","A strong rank and file talent pool for the most part making sound decisions given the context and reality of building product at Xero. Great creative talent in other areas of the company.

Great offices in amazing cities around the world. 

For the most part, the culture and structure enables teams to build good software without undue process or stifling rigidity that hold back many other similar companies. This is...","A lot of the real brains of the operation have walked out the door in the last few months, and the remaining people who are valiantly holding it together are teetering on the edge. 

As another review mentioned, when the CEO doesn't get his way he will draw a conclusion in his own head that the people standing in his way, or who disagree, are slow or not performing, despite any evidence to the contrary. This on many..."
"207","Oct 16, 2017","Fast-growth company that is redefining an industry","5.0","Former Employee - Anonymous Employee in Wellington, Wellington","Growing Company,  has helped to redefine small business software.
Excellent brand recognised globally
International offices and diverse team
Top facilities and infrastructure
Proactive support for work life balance and diversity
Modern Product Management Practice
Emerging Lean culture","Some growth challenges and feedback loop not always the best."
"208","Oct 17, 2017","Great company to work for","5.0","Former Employee - Anonymous Employee ","Good work life balance, very skilled coworkers, good transparency","Big company means it can be more difficult to make big impact"
"209","Oct 19, 2017","A warning to anyone thinking of working in the Milton Keynes office","1.0","Former Employee - Anonymous Employee in Milton Keynes, England","Very well equipped office in Milton Keynes.","I offer the following advice to any people thinking of working in the Milton Keynes office:

1)	The office culture in Milton Keynes is probably dramatically less intelligent than you expect. I’ve worked for an architecture company, a leisure company head office, a multinational retailer, a logistics company, a pressure group, pubs, restaurants, a cinema once! I was shocked by how unintelligent the culture was at this..."
"210","Oct 25, 2017","Sales Boot Camp","5.0","Current Employee - Senior Account Manager in Denver, CO","Fast paced constantly changing environment gives you the opportunity to grow rapidly as a professional and get lots of experience. If you put your head down and work hard there's a nice career path in sales.","As in any fast-paced high-growth environment, there are lots of changes and turnover happens. This can create emotional lows and take a toll on culture, but it always goes back to normal in no time."
"211","Oct 27, 2017","Beauty is only skin-deep...","1.0","Former Employee - Anonymous Employee in Wellington, Wellington","Beautiful physical working environment.

Great free coffee, Friday night drinks and soft drinks to get you through the week.

Flexibility to work from home.

Rod is an awesome and genuine leader.

You can wear casual clothes. 

The share scheme is a great incentive.","No growth or career opportunities. The rare opportunity to move into another team can't be taken because your manager won't release you, even for a short period. 

If you're average, you'll enjoy working here. Questioning - so you can do the 'best work of your life' and help others produce a beautiful and quality product - is frowned upon.

You'll do well if you don't exhibit the Xero values of #challenge, #champion,..."
"212","Oct 30, 2017","Losing its way slowly","4.0","Current Employee - Senior Engineer in Wellington, Wellington","Probably the bet at Scale environment to work at in Wellington. Good teams of people who want to deliver.","Schizophrenic Exec. interested/only able in building hierarchical layers between 'do-ers' and exec.  You can't talk about Agile with so many complex layers of management to navigate. 

Internal communications are dreadful. There is not a culture of collaboration; while you don't want to have to ask others to get things done, you do want to tell and engage them as stakeholders so they are informed, and their impacts..."
"213","Oct 30, 2017","There are better places to work","1.0","Current Employee - Developer in Melbourne","Nice offices, people are generally good and some talented people.","management don't know what they are doing. Product teams in australia are a shambles. People in head office in new zealand seem to have it together except that c-level is a not around at all. Regions are a bit of a joke. no real structure  and you have to be in the ceo's favourite group to be seriously considered for any career progression."
"214","Oct 31, 2017","Fast paced, fun, collaborative and purposeful","5.0","Current Employee - Anonymous Employee in Denver, CO","Career paths for performance and for those who take active management of their career - a growing company creates opportunity. 
Working with some amazing colleagues both in regional and global roles. 
Collaborative, limited hierarchy in how things get done - can mean ambiguity often, and if you can work with that you'll love it. 
So much potential as a company","It's not for everyone and it moves fast and things change - I love that but some people don't."
"215","Nov 2, 2017","Disappointing C-Level Leaders and very Cliquey","3.0","Current Employee - Anonymous Employee ","Actually a very exciting and dynamic place to work (provided you are in product develop, sales or marketing) If not you get some of the dregs which are still pretty cool","Terrible C-Level management - encourages cliques, nepotism, little idea of what is actually going on"
"216","Nov 8, 2017","Software Development Internship Review","3.0","Former Employee - Software Development Intern in San Francisco, CA","Company culture and work hours are great and very flexible. The employees love to talk to the interns and treat us the same. My manager was very attentive to my progress and would always be open to chat. You learn a lot about industry level software development and deployment.","Intern compensation is quite low compared to other companies in the Bay Area, would not recommend if you also need housing (there was no transportation or housing subsidy). The employees I reported to did not have well structured goals for the software interns at the beginning of the internship, but it got better later."
"217","Nov 13, 2017","Great place to work","5.0","Former Employee - National Account Manager in Milton Keynes, England","- Dynamic and fast paced
- Well paid 
- Strong vision
- Good place for anyone looking to work hard and advance themselves 
- Also good for anyone wanting to change the world one SME at a time.","- The company is growing large now so is having to get more structure"
"218","Nov 13, 2017","Financial Analyst","4.0","Current Employee - Financial Analyst ","It has family Oriented working environment.","No cons as of now."
"219","Nov 16, 2017","decent company","3.0","Former Employee - Account Manager in San Francisco, CA","nice office, international of NZ company is evident.  advocates are excited about the software.","NZ involvement slows adjustment to US market needs.  too often selling the promise of a new release while being penalized by churn."
"220","Nov 17, 2017","Too much in flux","3.0","Former Employee - Anonymous Employee ","New Zealand and Australia product teams have positive attitudes and care about the customer experience.","Product teams in the US have a long way to go in terms of being customer first. They're too deadline driven and sacrifice a lot of what really matters because they don't want to disrupt timelines- this is a classic product development mistake to make. They need to wake up."
"221","Nov 18, 2017","Good Teams","4.0","Current Employee - Developer in Wellington, Wellington","Great teams and bright people","Unsure about where they are going - or bad at communication it"
"222","Nov 27, 2017","Customer Experience Specialist","5.0","Former Employee - Anonymous Employee ","Great atmosphere, great people and amazing office!","Lack of hierarchy and lack of accountability."
"223","Nov 29, 2017","Good company but it is slowly losing its appeal","3.0","Current Employee - Sales Representative in Melbourne","Very flexible working conditions
Great team to work with
Good product","Promotions are not given to the most skilled or qualified employee, it feels like to get a promotion you just have know the right people.
Senior management is poor, it is very hard to get any help from any senior managers.
A lot of politics within the company, there are a lot of broken promises.
The company is starting to be more sales focused and not thinking about staff.
Pay is getting less and less for sales staff..."
"224","Nov 30, 2017","Cultural issues","1.0","Current Employee - Anonymous Employee ","This company means well and is trying. The CEO is a fair man and approachable. He’s full of energy but isn’t in the US enough to see what’s happening.","The company philosophy of caring and respect is not executed. There is a small clique of tenured people who bully and threaten. The sales quota structure is totally unfair, with the tenured and loudest maintaining all the opportunity. It’s a free for all, and if you stand up to advocate for yourself, forget it! Tons of turnover. A few solid people but thats not the majority.  Great people will leave."
"225","Dec 1, 2017","Be a ‘yes man’ and have a face that fits.","1.0","Former Employee - Anonymous Employee ","Best product on the market. Well equipped office. “Hip”","The phrase “xero is rapidly expanding and isn’t a work place for everyone” gets thrown around a lot - like this is an excuse for how they treat their staff. 
They do not believe in their own core values.... specifically the ‘be human’ core value.
You’ll notice that a lot of the good reviews are by people who no longer work at Xero... surly that says something?
Promotion isn’t always rewarded to the best person for..."
"226","Dec 7, 2017","Amazing potential that may not be realised","3.0","Former Employee - Anonymous Employee in Wellington, Wellington","An evangelical CEO that gets everyone fired up about the opportunities ahead of the company. Good product. Great facilities and systems in place.","Culture of favoritism and ""yes people"" mean tough calls don't get made -
 or even discussed. Being a blonde female can help career progression -
 regardless of experience and ability. Leadership weak. CEO likes to influence at all levels, disrupting progress. Many C-level managers, and managers below, don't have sufficient experience to lead the company."
"227","Dec 14, 2017","Opportunities and challenges","5.0","Current Employee - Team Leader ","Xero puts a lot of effort into creating a good physical work environment. Lots of tech to play with, opportunities to work across teams and get involved in external industry and community events and projects. Pay is pretty good, long term incentives are good if you plan on sticking around long enough for them to fully kick in. People are generally friendly and competent. This is the first place I've worked where people...","High proportion of grads and younger staff. This is both good and bad - good as they bring energy and enthusiasm, bad as some also have an overdeveloped sense of entitlement and are unable to recognise their own lack of perspective. Lots of change that can mean half completed projects are abandoned as the business has moved on, some people find that hard to deal with. The internal ""agile"" pod structure actually means..."
"228","Dec 14, 2017","Great place to work","5.0","Current Employee - Developer ","People seem to love what they do here and get the chance to develop themselves and skills in areas they are interested in. 
Good work life balance, without the crappy ""work hard, play hard"" culture.
Plenty of opportunities for learning and development.","Haven't come across anything worth mentioning yet."
"229","Dec 14, 2017","Thumbs up!","4.0","Current Employee - Anonymous Employee in Melbourne","Awesome product, Awesome team, lots of opportunities and open discussions.  You get to own your role and get the job done without too many boxes to be ticked.  People are happy for you to try new things.  Exciting times ahead.","Xero is the best place I have worked.  I don't think you want somewhere to be perfect because then where is the challenge. Sometimes the pace of change and movement can be tricky but other days its awesome."
"230","Dec 17, 2017","Totally lives up to the positive hype.","5.0","Current Employee - Anonymous Employee in Wellington, Wellington","Everyone is so friendly and warm. Constant kind small actions are common throughout the day: people hold doors and elevators, they smile at each other making breakfast in the kitchen and don't need to know each others name to start a conversation.

Total flat organisational structure, Rod walks in and out of the office as casually as anyone else. Teams often have shared lunches for birthdays, Xero-versarys or anything...","I think if you're a pessimist or a negative person - you stick out like a sore thumb in Xero. 

We also love what we have so much that we can be very protective of our culture, and call out behaviour that doesn't meet the standard of our values (which we use in every day conversation), could be interpreted as tribal or clique-y. However you'll find that things are forgiven and forgotten very quickly, and it's very rare..."
"231","Dec 18, 2017","Best place I've ever worked","5.0","Current Employee - Anonymous Employee ","Open, honest and friendly - a place where staff are truly valued. I am very proud to tell people I work at Xero - I work with so many smart people and love coming to work every day.","I honestly can't think of anything bad about working at Xero - Maybe the lack of parking spaces for those who have cars."
"232","Dec 18, 2017","Excited to go to work each day","5.0","Current Employee - Anonymous Employee in Wellington, Wellington","Supportive environment to work in. Xero lives and breathes its values. Staff are appreciated and recognised for their hard work. Amazing benefits. Incredible people to work with.","Change is always happening. Projects can change course when you are halfway through them"
"233","Dec 18, 2017","Full of great people to work with","5.0","Current Employee - Mobile Developer in Wellington, Wellington","Xero has a huge amount of variety to the work here, with teams that strive for continual improvement. The company doesn't stand still and has a high level of success. Xero also provides a lot of support, in multiple ways, from advocating for healthy work life balance, to subsidised sport. Xero believes that supporting teams is key to success, which gives the company a positive working environment where people are encouraged...","Xero has grown very quickly, so although there is lots of opportunity, the future often feels uncertain."
"234","Dec 19, 2017","Politics will kill Xero","3.0","Current Employee - Anonymous Employee in New York, NY","The people are wonderful and the company has a great vision and great design. Rod carries the company forward beyond a lot of antiquated practices of tech companies in NZ and AU. Has a great chance of becoming the global accounting system most businesses will choose.","With HQ in NZ, most product work happening in AU, and forward operating offices in UK and US, there is a lack of communication and an air of animosity from those in the ""mothership"" region of NZ and AU. If you work in the US and try to get cooperation from your counterparts in NZ and AU, they are probably ignoring you, being snarky, and wondering why Xero is paying some idiot in the US who clearly doesn't know what they're..."
"235","Jan 2, 2018","Exciting company, innovative product, great culture.","5.0","Former Employee - Direct Sales in Melbourne","Working with a lot of smart, interesting and hard working people. Fantastic product which customers and partners are genuinely enthusiastic about. Good work / life balance. Great future outlook for the company. Good location in Hawthorn, lots of great lunch places around, parks and transport nearby.","Career growth will not be handed to you on a platter, but there are plenty of opportunities for proactive people."
"236","Jan 10, 2018","Good place to start IT career","4.0","Former Employee - Site Reliability in Wellington, Wellington","Solid work environment.
Focus on work/life balance. 
Lots of good people.","Growing quickly; becoming more 'corporate' despite best efforts.
Roles / responsibilities can change under your feet."
"237","Jan 18, 2018","Awesome company","5.0","Current Employee - Anonymous Employee ","Amazing project and good work environment","I can't think on any"
"238","Jan 19, 2018","Great culture!","5.0","Former Employee - Anonymous Employee ","Great culture, with fun, smart people.","Not a lot of room for growth in all departments."
"239","Jan 20, 2018","No Growth","2.0","Former Employee - Anonymous Employee ","Salary is alright for what you do. Offices are nice with plenty of facilities. Not much else I can think of.","Too many managers that don't have the skill to do your job but are the ones managing you and are responsible for promotions. Really need to be able to suck up to get anywhere in the company."
"240","Jan 25, 2018","Great Company!","5.0","Current Employee - Digital Marketing Manager in Auckland, Auckland","Amazing growth company that takes care of its employees. The CEO Rob Drury is a truly inspirational person with an excellent vision that includes taking care of the people that work alongside him.","Growth pains are to be expected because this company is expanding so fast. Overall it's an amazing place to work."
"241","Feb 15, 2018","Awesome company to work for","5.0","Current Employee - Senior Software Developer in Auckland, Auckland","Great product
Innovative solutions
Freedom to experiment
You are really looked after","I had some disagreements with management. This is more personal issues rather than company issue
Salary could be reviewed (and increased) more"
"242","Feb 18, 2018","Lots of potential!","3.0","Former Employee - Product Manager in San Francisco, CA","Great work environment in SF and the PX/HR team really tries hard to make it a fun place to work.","Managers are untrained and don’t know how to really motivate and support their teams.  The SF office also feels more like a satellite office and needs to feel important.  Employee goals are pretty non-existent and don’t tie to overall company goals so your job can feel disconnected to what’s important at HQ.  Middle management is not inspiring and their attempts to motivate can sometimes feel fake.  So much turnover happened..."
"243","Feb 18, 2018","First employer I have been proud to work for","5.0","Current Employee - Quality Engineer in Canberra","The company has great values that it sticks to. It provides great flexibility for employees with families or other commitments. It's a global company with opportunities to travel or work around the world. Staff are supported and encouraged to develop their careers and given the freedom to try new things.","I haven't really encountered any downsides, yet."
"244","Feb 20, 2018","Product Team","3.0","Current Employee - Product Team in San Francisco, CA","the people are smart, anyone who has been here for more than 2 years is considered to have a lifetime of institutional knowledge, great work life balance, interesting and complex product","there is no documented roadmap or strategy, the regional products are not in sync, the US product was severely under scoped, it's difficult to understand why certain work efforts/resources are allocated they way they are, there are serious employee retention issues, it's 90% male"
"245","Feb 21, 2018","Soul destroying","1.0","Former Employee - Client Services Manager ","Nice office, Nice office, Nice office ................that’s about it.  Only filling space for the 20 word minimum others could say anything else","Sooooo many to list.  Middle management are inadequate, talk the talk but certainly don’t walk the walk.  Every day was a struggle working there, certainly are not the image that they portray to the public"
"246","Feb 23, 2018","The Most Rewarding Job I'll Ever Have","5.0","Current Employee - Shareholder/Believer in Toronto, ON","The company sets a very clear purpose - to help small businesses succeed. 

The core product has evolved over the past decade from an online accounting product to becoming a true platform with a suite of great tools, so many data connections and easy to find advisers that provide meaningful advice to small business customers.

The people at Xero do have a strong sense of purpose, and it's very fulfilling to be able...","Like a lot of hyper-growth tech companies, the speed at which things move in the company can be daunting, but once you find your rhythm for how to stay connected to the action - it becomes pretty addictive to witness and be part of the innovation that the company is driving.

The company is getting bigger, and that can lead to frustration in certain circumstances when you feel like you can see the solution but nobody..."
"247","Feb 23, 2018","I bleed Blue.  Exciting company to work for.","5.0","Current Employee - Senior Account Manager in Toronto, ON","Challenging work, enjoyable work-life balance, exciting work environment, smart co-workers, and a start up feel inside of a global company.","As the company grows, we have been working to evolve our strategy for growth.  It can be challenging to adapt to the constant change, but I have really enjoyed this challenge."
